flight_id,date,origin,dest,distance_nm,aircraft_type,takeoff_weight_klbs,headwind_kt,month,day_of_week,actual_trip_fuel_kg
FL001823,2023-03-19,ATL,MIA,595,B737,115.5,16.2,3,6,5079.0
FL002300,2023-03-19,ORD,DFW,720,A320,128.6,14.5,3,6,6215.0
FL003820,2023-03-19,JFK,MIA,1090,B789,332.2,-6.9,3,6,16669.0
FL010882,2023-03-19,BOS,ORD,720,B737,126.0,4.4,3,6,6397.0
FL007588,2023-03-19,LAX,SFO,300,B789,302.2,6.3,3,6,4574.0
FL013525,2023-03-19,JFK,MIA,1090,A320,117.6,7.0,3,6,9548.0
FL009317,2023-03-19,LAX,SFO,300,B789,343.3,-16.1,3,6,4513.0
FL014550,2023-03-19,ORD,DFW,720,A320,118.1,-21.1,3,6,5517.0
FL004211,2023-03-19,ATL,MIA,595,B738,134.1,28.6,3,6,5565.0
FL003825,2023-03-19,SEA,DEN,890,B737,129.8,4.3,3,6,8033.0
FL003415,2023-03-19,SEA,DEN,890,B737,122.9,14.2,3,6,8009.0
FL002947,2023-03-19,SEA,DEN,890,B789,301.9,14.2,3,6,13528.0
FL010953,2023-03-19,JFK,MIA,1090,B737,125.2,20.0,3,6,9643.0
FL006018,2023-03-19,SEA,DEN,890,B789,319.3,-6.4,3,6,12281.0
FL001499,2023-03-19,DFW,DEN,560,A320,123.0,-6.2,3,6,4545.0
FL014658,2023-03-19,JFK,LHR,3020,B738,132.5,-17.6,3,6,24445.0
FL002932,2023-03-19,JFK,LHR,3020,B737,117.4,-5.2,3,6,24598.0
FL005836,2023-03-20,SEA,DEN,890,B738,123.5,-0.2,3,0,8327.0
FL014893,2023-03-20,SEA,DEN,890,B738,136.6,-23.4,3,0,7573.0
FL014946,2023-03-20,JFK,LAX,2145,A320,113.7,30.7,3,0,19175.0
FL001524,2023-03-20,BOS,ORD,720,B789,342.9,39.2,3,0,12218.0
FL013063,2023-03-20,SFO,SEA,680,A321,124.7,-6.1,3,0,5691.0
FL000323,2023-03-20,DFW,DEN,560,B789,321.4,12.3,3,0,8592.0
FL004485,2023-03-20,DFW,DEN,560,A321,132.6,13.2,3,0,5329.0
FL007124,2023-03-20,JFK,LAX,2145,B789,318.9,24.6,3,0,32334.0
FL011243,2023-03-20,ATL,MIA,595,B738,126.7,25.1,3,0,5611.0
FL003847,2023-03-20,BOS,ORD,720,A321,127.6,26.4,3,0,6620.0
FL013848,2023-03-20,LAX,SFO,300,B738,121.8,30.4,3,0,2671.0
FL013446,2023-03-20,SEA,DEN,890,A321,131.7,34.4,3,0,8414.0
FL007777,2023-03-20,SEA,DEN,890,B737,127.3,11.9,3,0,7360.0
FL013458,2023-03-20,DFW,DEN,560,B789,315.9,-5.5,3,0,9287.0
FL005313,2023-03-20,BOS,ORD,720,A321,127.0,1.4,3,0,6332.0
FL006880,2023-03-20,ORD,DFW,720,B737,118.8,8.9,3,0,5685.0
FL009234,2023-03-20,JFK,MIA,1090,B738,130.0,38.6,3,0,9705.0
FL001025,2023-03-20,JFK,LHR,3020,A320,124.5,-4.2,3,0,23555.0
FL004986,2023-03-20,ORD,DFW,720,A320,127.2,18.9,3,0,6034.0
FL006342,2023-03-20,SEA,DEN,890,B738,139.3,-7.6,3,0,7729.0
FL003646,2023-03-21,SFO,SEA,680,A320,132.6,1.7,3,1,5426.0
FL005882,2023-03-21,SFO,SEA,680,B737,113.4,9.0,3,1,5611.0
FL003651,2023-03-21,ORD,DFW,720,A320,132.2,0.0,3,1,5829.0
FL003735,2023-03-21,JFK,LHR,3020,A321,132.7,-9.0,3,1,27138.0
FL008728,2023-03-21,BOS,ORD,720,B737,121.5,9.5,3,1,5603.0
FL011149,2023-03-21,ATL,MIA,595,A321,125.7,15.2,3,1,5580.0
FL013390,2023-03-21,DFW,DEN,560,B789,336.7,33.1,3,1,8928.0
FL008624,2023-03-21,SFO,SEA,680,A320,125.0,56.7,3,1,6655.0
FL008373,2023-03-21,JFK,LHR,3020,A321,125.2,-16.4,3,1,25620.0
FL005182,2023-03-21,JFK,LHR,3020,A321,122.3,7.2,3,1,28638.0
FL003409,2023-03-21,JFK,LHR,3020,A320,119.5,-12.1,3,1,25013.0
FL004709,2023-03-21,SEA,DEN,890,A320,117.9,12.9,3,1,7210.0
FL002129,2023-03-21,SEA,DEN,890,B737,124.4,31.6,3,1,8227.0
FL006265,2023-03-21,JFK,LHR,3020,A320,128.9,33.1,3,1,27306.0
FL009141,2023-03-21,JFK,LAX,2145,A320,128.2,1.0,3,1,17472.0
FL004524,2023-03-21,DFW,DEN,560,A320,120.3,-2.3,3,1,5106.0
FL002633,2023-03-21,JFK,LHR,3020,B737,127.1,-2.1,3,1,25008.0
FL012672,2023-03-21,SEA,DEN,890,B789,315.8,32.4,3,1,14412.0
FL005677,2023-03-21,ATL,MIA,595,B789,324.2,-5.2,3,1,8719.0
FL000562,2023-03-21,ORD,DFW,720,B737,132.0,-1.9,3,1,6271.0
FL007981,2023-03-21,ORD,DFW,720,A321,139.8,43.9,3,1,7509.0
FL013105,2023-03-21,JFK,LHR,3020,A321,138.3,-15.2,3,1,26837.0
FL004156,2023-03-22,JFK,LAX,2145,B738,121.1,-20.1,3,2,17945.0
FL010522,2023-03-22,SFO,SEA,680,A320,126.4,-22.7,3,2,5056.0
FL001657,2023-03-22,DFW,DEN,560,B738,120.0,1.7,3,2,4922.0
FL008572,2023-03-22,JFK,LAX,2145,B738,120.7,-8.2,3,2,17858.0
FL001391,2023-03-22,LAX,SFO,300,A321,135.7,2.4,3,2,2588.0
FL008384,2023-03-22,ATL,MIA,595,B789,315.9,6.1,3,2,9637.0
FL013953,2023-03-22,SFO,SEA,680,B738,118.5,31.5,3,2,6067.0
FL014106,2023-03-22,JFK,MIA,1090,A321,127.9,27.9,3,2,10723.0
FL014432,2023-03-22,DFW,DEN,560,A321,136.5,-11.5,3,2,4924.0
FL006472,2023-03-22,SFO,SEA,680,A320,122.9,21.6,3,2,5830.0
FL013382,2023-03-22,DFW,DEN,560,A321,123.0,14.9,3,2,5534.0
FL007698,2023-03-22,ATL,MIA,595,B789,309.9,3.4,3,2,8533.0
FL011534,2023-03-22,JFK,LHR,3020,B737,122.6,24.4,3,2,25889.0
FL014352,2023-03-23,JFK,MIA,1090,B737,120.8,33.2,3,3,10094.0
FL009561,2023-03-23,SFO,SEA,680,A321,134.3,-1.9,3,3,5916.0
FL007397,2023-03-23,JFK,LHR,3020,A321,138.8,-1.8,3,3,24547.0
FL003223,2023-03-23,JFK,LHR,3020,A320,132.9,24.0,3,3,27766.0
FL012377,2023-03-23,ORD,DFW,720,B789,322.3,2.3,3,3,11192.0
FL008723,2023-03-23,DFW,DEN,560,B738,140.8,8.4,3,3,4766.0
FL013260,2023-03-23,BOS,ORD,720,A321,131.2,21.5,3,3,6819.0
FL008677,2023-03-23,JFK,LAX,2145,B738,129.6,10.9,3,3,18682.0
FL002543,2023-03-23,LAX,SFO,300,B789,330.7,17.8,3,3,4967.0
FL007661,2023-03-23,LAX,SFO,300,A321,128.5,1.6,3,3,2725.0
FL013767,2023-03-23,JFK,MIA,1090,A321,144.3,8.8,3,3,10201.0
FL010447,2023-03-23,SEA,DEN,890,A320,120.1,25.1,3,3,7217.0
FL010551,2023-03-23,ORD,DFW,720,B737,119.5,33.5,3,3,6649.0
FL008251,2023-03-23,LAX,SFO,300,B737,130.8,15.8,3,3,2747.0
FL000464,2023-03-23,BOS,ORD,720,A320,123.7,4.9,3,3,6215.0
FL004902,2023-03-23,BOS,ORD,720,A320,131.8,12.9,3,3,6214.0
FL000824,2023-03-23,JFK,LAX,2145,A320,118.0,8.3,3,3,18071.0
FL006328,2023-03-23,SFO,SEA,680,B738,123.3,25.6,3,3,6145.0
FL009627,2023-03-23,SFO,SEA,680,B737,118.7,-3.1,3,3,5558.0
FL013866,2023-03-23,LAX,SFO,300,A321,140.6,21.6,3,3,2864.0
FL011470,2023-03-24,SEA,DEN,890,A320,113.4,22.3,3,4,7684.0
FL013612,2023-03-24,SEA,DEN,890,B737,126.4,17.7,3,4,7686.0
FL005610,2023-03-24,SEA,DEN,890,A321,129.2,8.1,3,4,8421.0
FL004886,2023-03-24,JFK,LAX,2145,B789,324.7,2.3,3,4,32375.0
FL013014,2023-03-24,JFK,LHR,3020,B737,113.8,-32.4,3,4,23157.0
FL004582,2023-03-24,SEA,DEN,890,B738,118.9,-10.1,3,4,7508.0
FL007551,2023-03-24,JFK,LHR,3020,A321,131.6,23.7,3,4,27490.0
FL002020,2023-03-24,SEA,DEN,890,B789,321.3,2.0,3,4,13302.0
FL010644,2023-03-24,SEA,DEN,890,B737,126.2,11.9,3,4,7433.0
FL006037,2023-03-24,JFK,LAX,2145,B737,126.7,8.5,3,4,17490.0
FL008622,2023-03-24,SEA,DEN,890,A321,132.4,15.0,3,4,7839.0
FL011140,2023-03-24,BOS,ORD,720,A320,114.0,40.5,3,4,6341.0
FL003108,2023-03-24,SFO,SEA,680,B789,337.1,25.9,3,4,11815.0
FL002242,2023-03-24,BOS,ORD,720,A321,124.7,-6.1,3,4,5881.0
FL002192,2023-03-24,BOS,ORD,720,A320,113.3,5.6,3,4,5628.0
FL008111,2023-03-24,LAX,SFO,300,A321,134.1,22.1,3,4,2841.0
FL004874,2023-03-24,SEA,DEN,890,A320,132.1,-12.7,3,4,6626.0
FL014855,2023-03-24,BOS,ORD,720,B738,129.6,28.7,3,4,6823.0
FL014160,2023-03-24,JFK,LHR,3020,B789,301.2,42.0,3,4,45228.0
FL001661,2023-03-24,BOS,ORD,720,A321,122.2,9.4,3,4,6449.0
FL003258,2023-03-24,BOS,ORD,720,B738,130.0,-21.2,3,4,6005.0
FL008328,2023-03-24,SFO,SEA,680,A321,142.5,-1.6,3,4,6294.0
FL009315,2023-03-24,SEA,DEN,890,B738,120.5,20.2,3,4,7660.0
FL008629,2023-03-24,JFK,MIA,1090,B737,113.8,18.9,3,4,9212.0
FL003045,2023-03-24,DFW,DEN,560,B789,325.9,16.2,3,4,7941.0
FL008210,2023-03-24,ORD,DFW,720,A320,128.3,40.3,3,4,6752.0
FL008038,2023-03-24,SFO,SEA,680,A321,123.0,22.5,3,4,6890.0
FL003468,2023-03-24,ORD,DFW,720,B789,316.8,4.1,3,4,10771.0
FL000332,2023-03-24,SFO,SEA,680,B738,138.6,5.1,3,4,6411.0
FL012791,2023-03-25,DFW,DEN,560,A320,115.1,8.1,3,5,4835.0
FL014314,2023-03-25,JFK,LAX,2145,A320,117.6,9.7,3,5,17830.0
FL006144,2023-03-25,LAX,SFO,300,A320,116.5,9.8,3,5,2575.0
FL013035,2023-03-25,SEA,DEN,890,B789,335.6,-24.4,3,5,12755.0
FL004578,2023-03-25,LAX,SFO,300,B738,138.5,-14.8,3,5,2540.0
FL013740,2023-03-25,LAX,SFO,300,B737,127.4,7.0,3,5,2594.0
FL006788,2023-03-25,JFK,MIA,1090,B738,131.6,4.8,3,5,10053.0
FL000998,2023-03-25,BOS,ORD,720,B737,126.0,14.8,3,5,6705.0
FL000144,2023-03-25,ATL,MIA,595,A321,142.4,-12.0,3,5,5296.0
FL008072,2023-03-25,JFK,LHR,3020,B738,138.8,34.2,3,5,27936.0
FL010309,2023-03-25,JFK,MIA,1090,B789,310.9,28.9,3,5,17074.0
FL006659,2023-03-25,SFO,SEA,680,B789,337.3,23.5,3,5,10544.0
FL011326,2023-03-25,SEA,DEN,890,B737,114.0,-22.8,3,5,6782.0
FL011378,2023-03-25,ATL,MIA,595,B738,124.2,51.4,3,5,5795.0
FL008738,2023-03-25,SEA,DEN,890,B789,341.8,0.2,3,5,13717.0
FL004408,2023-03-25,BOS,ORD,720,B789,343.3,23.7,3,5,11641.0
FL001413,2023-03-25,LAX,SFO,300,A321,131.1,28.4,3,5,2873.0
FL013085,2023-03-25,JFK,LHR,3020,B789,319.5,1.9,3,5,45538.0
FL000781,2023-03-25,SFO,SEA,680,A320,130.0,33.6,3,5,6310.0
FL007149,2023-03-25,JFK,LHR,3020,B789,336.1,-21.6,3,5,45901.0
FL000013,2023-03-25,DFW,DEN,560,A321,137.4,25.4,3,5,4964.0
FL006811,2023-03-25,DFW,DEN,560,B789,306.6,5.5,3,5,8522.0
FL002587,2023-03-25,JFK,LHR,3020,A320,125.4,14.7,3,5,24647.0
FL002913,2023-03-25,ORD,DFW,720,A321,125.0,-13.5,3,5,5713.0
FL010184,2023-03-26,ORD,DFW,720,A321,137.7,30.5,3,6,6967.0
FL004563,2023-03-26,SEA,DEN,890,A320,114.7,19.1,3,6,7365.0
FL007189,2023-03-26,BOS,ORD,720,B738,120.6,-18.3,3,6,6082.0
FL005513,2023-03-26,BOS,ORD,720,B738,138.1,6.3,3,6,6521.0
FL000040,2023-03-26,ORD,DFW,720,B789,313.2,11.9,3,6,10868.0
FL010510,2023-03-26,SEA,DEN,890,B789,300.3,17.1,3,6,13720.0
FL002033,2023-03-26,JFK,LAX,2145,B738,125.0,28.7,3,6,18674.0
FL002258,2023-03-26,JFK,LHR,3020,B789,310.0,-4.8,3,6,45789.0
FL001579,2023-03-26,DFW,DEN,560,A321,144.4,-8.0,3,6,4783.0
FL014714,2023-03-26,BOS,ORD,720,A320,124.1,42.1,3,6,6906.0
FL005355,2023-03-26,JFK,MIA,1090,B789,305.9,-9.5,3,6,16535.0
FL012328,2023-03-26,ATL,MIA,595,A321,138.8,-6.1,3,6,5103.0
FL003817,2023-03-26,JFK,MIA,1090,B789,333.8,3.2,3,6,16811.0
FL005308,2023-03-26,ATL,MIA,595,A321,144.3,-9.1,3,6,5036.0
FL005921,2023-03-26,ATL,MIA,595,B737,124.2,36.4,3,6,5428.0
FL014692,2023-03-26,JFK,LAX,2145,B789,334.1,20.5,3,6,33097.0
FL012540,2023-03-26,SEA,DEN,890,B789,311.2,-14.0,3,6,13402.0
FL012347,2023-03-26,SFO,SEA,680,B789,305.5,13.7,3,6,10882.0
FL003451,2023-03-26,DFW,DEN,560,A320,131.2,18.1,3,6,4760.0
FL007490,2023-03-26,ORD,DFW,720,A320,124.6,-11.1,3,6,5446.0
FL002354,2023-03-26,SFO,SEA,680,B789,333.4,3.8,3,6,10242.0
FL011026,2023-03-26,SFO,SEA,680,A321,139.6,30.9,3,6,6539.0
FL005162,2023-03-27,SEA,DEN,890,B737,130.8,19.1,3,0,7892.0
FL001125,2023-03-27,JFK,LHR,3020,A320,131.5,27.4,3,0,25930.0
FL008988,2023-03-27,DFW,DEN,560,A321,126.4,-3.9,3,0,4917.0
FL004286,2023-03-27,LAX,SFO,300,B789,325.2,47.1,3,0,4636.0
FL004435,2023-03-27,SFO,SEA,680,A321,141.1,-14.6,3,0,6194.0
FL007292,2023-03-27,SFO,SEA,680,B738,131.9,24.1,3,0,6529.0
FL013252,2023-03-27,JFK,LHR,3020,B738,138.5,10.5,3,0,26405.0
FL006184,2023-03-27,JFK,LHR,3020,A321,134.4,10.1,3,0,28895.0
FL005100,2023-03-27,SEA,DEN,890,B789,326.5,2.4,3,0,13864.0
FL011235,2023-03-27,JFK,LAX,2145,B737,132.6,1.6,3,0,17510.0
FL007683,2023-03-27,ORD,DFW,720,A321,131.2,-18.8,3,0,6168.0
FL010468,2023-03-27,ATL,MIA,595,A320,131.3,32.8,3,0,5074.0
FL009539,2023-03-27,JFK,LAX,2145,B737,132.9,-27.1,3,0,15775.0
FL002582,2023-03-27,ATL,MIA,595,B738,137.7,8.3,3,0,4899.0
FL005923,2023-03-27,SEA,DEN,890,A320,114.7,26.3,3,0,7589.0
FL007905,2023-03-27,DFW,DEN,560,B737,124.1,17.2,3,0,4509.0
FL008573,2023-03-27,JFK,LAX,2145,B738,129.6,9.6,3,0,18294.0
FL004901,2023-03-27,ORD,DFW,720,B737,122.1,2.7,3,0,5913.0
FL007728,2023-03-27,JFK,MIA,1090,B738,127.3,18.0,3,0,9899.0
FL001297,2023-03-27,BOS,ORD,720,A321,141.3,18.2,3,0,6562.0
FL011028,2023-03-27,ORD,DFW,720,B738,126.7,29.6,3,0,6909.0
FL009284,2023-03-27,JFK,LHR,3020,A321,134.1,-22.0,3,0,27307.0
FL004148,2023-03-27,SFO,SEA,680,B737,113.5,-2.9,3,0,6088.0
FL005055,2023-03-28,DFW,DEN,560,A320,115.0,-1.4,3,1,4758.0
FL002837,2023-03-28,ATL,MIA,595,A320,125.5,25.8,3,1,5184.0
FL014453,2023-03-28,ATL,MIA,595,B789,321.4,-9.2,3,1,8770.0
FL002583,2023-03-28,JFK,LHR,3020,B737,129.6,13.8,3,1,24615.0
FL000248,2023-03-28,LAX,SFO,300,B738,125.3,28.3,3,1,2841.0
FL010890,2023-03-28,JFK,LAX,2145,A321,137.3,-3.6,3,1,18568.0
FL014535,2023-03-28,LAX,SFO,300,B789,305.6,18.9,3,1,4384.0
FL010830,2023-03-28,JFK,LAX,2145,B789,337.1,-7.1,3,1,32289.0
FL009026,2023-03-28,JFK,MIA,1090,A321,134.7,9.3,3,1,10449.0
FL007716,2023-03-28,LAX,SFO,300,A320,128.4,15.5,3,1,2754.0
FL011804,2023-03-28,LAX,SFO,300,B737,123.5,-19.4,3,1,2408.0
FL010914,2023-03-28,SFO,SEA,680,B738,138.4,29.8,3,1,6489.0
FL007665,2023-03-28,JFK,LAX,2145,A320,130.6,1.4,3,1,19547.0
FL004161,2023-03-28,BOS,ORD,720,B789,338.0,8.7,3,1,9909.0
FL008555,2023-03-28,ATL,MIA,595,B737,112.3,18.2,3,1,5520.0
FL002434,2023-03-28,ORD,DFW,720,B737,117.9,1.5,3,1,5832.0
FL007435,2023-03-28,DFW,DEN,560,A320,118.4,-2.6,3,1,4428.0
FL012604,2023-03-28,SEA,DEN,890,A320,131.2,2.2,3,1,7351.0
FL012403,2023-03-28,ATL,MIA,595,A320,119.0,14.7,3,1,5252.0
FL013095,2023-03-28,SEA,DEN,890,B738,126.4,27.9,3,1,7817.0
FL003467,2023-03-28,DFW,DEN,560,B789,319.6,24.5,3,1,8988.0
FL012634,2023-03-29,JFK,LHR,3020,B737,118.8,11.5,3,2,25864.0
FL009107,2023-03-29,JFK,MIA,1090,B738,129.0,-18.0,3,2,9070.0
FL009723,2023-03-29,DFW,DEN,560,A321,129.5,12.1,3,2,5235.0
FL002465,2023-03-29,JFK,LHR,3020,A321,137.4,14.3,3,2,26046.0
FL011472,2023-03-29,BOS,ORD,720,B737,127.7,22.6,3,2,6911.0
FL002107,2023-03-29,ORD,DFW,720,B738,133.1,2.2,3,2,5901.0
FL008612,2023-03-29,BOS,ORD,720,B737,132.6,27.4,3,2,6797.0
FL001841,2023-03-29,ATL,MIA,595,B789,333.1,-12.4,3,2,8369.0
FL004160,2023-03-29,JFK,LAX,2145,B737,127.8,12.5,3,2,18907.0
FL006962,2023-03-29,LAX,SFO,300,B737,126.5,7.7,3,2,2437.0
FL008443,2023-03-29,JFK,MIA,1090,A321,139.3,8.8,3,2,8960.0
FL010753,2023-03-29,JFK,LHR,3020,B737,128.2,29.4,3,2,27165.0
FL010778,2023-03-29,ORD,DFW,720,B789,322.3,14.4,3,2,10783.0
FL008581,2023-03-29,LAX,SFO,300,B737,128.9,-19.8,3,2,2326.0
FL002380,2023-03-29,JFK,LAX,2145,B738,126.2,-13.0,3,2,18048.0
FL012127,2023-03-29,JFK,LHR,3020,A320,132.0,-1.7,3,2,24855.0
FL003414,2023-03-29,JFK,LHR,3020,B789,303.3,24.1,3,2,47224.0
FL001707,2023-03-29,SEA,DEN,890,B737,112.6,-38.8,3,2,6817.0
FL011897,2023-03-29,SFO,SEA,680,A321,137.4,6.3,3,2,5777.0
FL011391,2023-03-30,DFW,DEN,560,B737,126.2,23.5,3,3,4870.0
FL008667,2023-03-30,LAX,SFO,300,B789,302.5,44.1,3,3,4804.0
FL013443,2023-03-30,JFK,LHR,3020,B737,116.7,11.5,3,3,25742.0
FL014437,2023-03-30,LAX,SFO,300,B738,130.3,-14.7,3,3,2311.0
FL001079,2023-03-30,JFK,MIA,1090,B737,126.3,-23.1,3,3,7460.0
FL004762,2023-03-30,JFK,MIA,1090,A320,130.4,20.8,3,3,9824.0
FL006882,2023-03-30,JFK,LHR,3020,B738,131.5,1.1,3,3,25439.0
FL007873,2023-03-30,LAX,SFO,300,A321,137.2,9.9,3,3,2783.0
FL004256,2023-03-30,SEA,DEN,890,B789,339.2,8.6,3,3,13576.0
FL009256,2023-03-30,ATL,MIA,595,A320,119.6,10.6,3,3,5011.0
FL007613,2023-03-30,ORD,DFW,720,A320,117.5,22.7,3,3,5837.0
FL012730,2023-03-30,LAX,SFO,300,B737,132.0,-11.9,3,3,2385.0
FL004740,2023-03-30,JFK,LHR,3020,B737,117.4,4.9,3,3,25534.0
FL003005,2023-03-30,JFK,LHR,3020,A321,136.0,19.4,3,3,27166.0
FL013869,2023-03-30,SFO,SEA,680,B738,120.8,10.5,3,3,6467.0
FL010489,2023-03-30,SFO,SEA,680,B738,138.8,4.0,3,3,6007.0
FL004933,2023-03-30,ATL,MIA,595,B737,126.7,42.3,3,3,5172.0
FL013397,2023-03-30,SFO,SEA,680,B737,121.4,63.0,3,3,6824.0
FL004366,2023-03-30,SFO,SEA,680,A321,135.0,6.0,3,3,5804.0
FL007697,2023-03-31,BOS,ORD,720,B789,313.6,36.8,3,4,12018.0
FL005044,2023-03-31,DFW,DEN,560,B789,325.8,-21.4,3,4,8344.0
FL000512,2023-03-31,SFO,SEA,680,A321,135.2,-27.7,3,4,5951.0
FL013723,2023-03-31,JFK,MIA,1090,A320,116.2,-22.0,3,4,8481.0
FL005874,2023-03-31,ATL,MIA,595,A320,123.3,25.4,3,4,5036.0
FL012250,2023-03-31,SFO,SEA,680,B789,342.3,19.6,3,4,10710.0
FL006330,2023-03-31,SEA,DEN,890,B789,323.3,-3.2,3,4,13453.0
FL013352,2023-03-31,LAX,SFO,300,B738,132.9,3.6,3,4,2868.0
FL012800,2023-03-31,SEA,DEN,890,B738,139.3,19.7,3,4,8354.0
FL003862,2023-03-31,SEA,DEN,890,B737,124.4,0.3,3,4,8091.0
FL000384,2023-03-31,JFK,LHR,3020,B737,125.4,26.4,3,4,26413.0
FL010460,2023-03-31,ATL,MIA,595,B738,134.3,33.6,3,4,5505.0
FL000085,2023-03-31,SEA,DEN,890,A320,124.8,-0.2,3,4,7324.0
FL009425,2023-03-31,BOS,ORD,720,B738,124.3,17.4,3,4,6335.0
FL011304,2023-03-31,ATL,MIA,595,A320,126.6,22.3,3,4,5427.0
FL013519,2023-03-31,BOS,ORD,720,A321,144.5,28.5,3,4,6981.0
FL010758,2023-03-31,JFK,LAX,2145,A320,117.4,26.1,3,4,17097.0
FL013790,2023-03-31,DFW,DEN,560,A320,114.8,-5.8,3,4,4492.0
FL003015,2023-03-31,JFK,MIA,1090,B738,135.8,-5.0,3,4,9644.0
FL008679,2023-03-31,LAX,SFO,300,B738,126.2,0.6,3,4,2749.0
FL011951,2023-03-31,JFK,MIA,1090,A320,126.3,12.0,3,4,9176.0
FL006247,2023-03-31,LAX,SFO,300,B737,131.4,2.7,3,4,2471.0
FL001733,2023-04-01,JFK,LAX,2145,B789,328.2,17.1,4,5,33255.0
FL005096,2023-04-01,DFW,DEN,560,A321,133.1,30.4,4,5,5556.0
FL010814,2023-04-01,JFK,LAX,2145,A321,134.4,-10.0,4,5,17948.0
FL005084,2023-04-01,SFO,SEA,680,A321,124.7,2.4,4,5,6106.0
FL013373,2023-04-01,SFO,SEA,680,A321,125.2,22.0,4,5,6051.0
FL012959,2023-04-01,ORD,DFW,720,B789,328.5,40.8,4,5,11134.0
FL001664,2023-04-01,JFK,LAX,2145,A321,132.1,3.4,4,5,19058.0
FL005855,2023-04-01,SEA,DEN,890,B738,122.1,10.6,4,5,7310.0
FL014361,2023-04-01,ORD,DFW,720,A321,131.5,-10.5,4,5,6427.0
FL010072,2023-04-01,BOS,ORD,720,A320,121.4,19.1,4,5,6096.0
FL010716,2023-04-01,JFK,LHR,3020,A320,119.4,4.5,4,5,24376.0
FL014254,2023-04-01,BOS,ORD,720,B789,306.9,3.1,4,5,11263.0
FL004632,2023-04-01,SFO,SEA,680,B738,130.4,7.7,4,5,5912.0
FL002572,2023-04-01,JFK,MIA,1090,B789,336.9,-7.1,4,5,16351.0
FL002889,2023-04-01,JFK,LHR,3020,B738,133.0,22.1,4,5,25047.0
FL001500,2023-04-01,BOS,ORD,720,A320,132.4,-0.5,4,5,5711.0
FL012936,2023-04-01,ATL,MIA,595,A321,137.6,3.6,4,5,5444.0
FL014553,2023-04-01,BOS,ORD,720,B737,127.3,1.2,4,5,5832.0
FL013051,2023-04-01,SEA,DEN,890,A321,127.1,29.4,4,5,8509.0
FL014499,2023-04-01,ORD,DFW,720,A321,142.1,1.0,4,5,6486.0
FL008819,2023-04-01,ORD,DFW,720,B738,121.7,2.6,4,5,6426.0
FL007260,2023-04-01,JFK,LAX,2145,B737,114.0,44.7,4,5,20131.0
FL000631,2023-04-01,BOS,ORD,720,B789,317.5,-9.7,4,5,10351.0
FL005749,2023-04-02,BOS,ORD,720,A321,132.6,-0.6,4,6,6318.0
FL011484,2023-04-02,LAX,SFO,300,B738,140.8,3.9,4,6,2443.0
FL013251,2023-04-02,ORD,DFW,720,B738,124.4,-4.3,4,6,6115.0
FL001455,2023-04-02,ORD,DFW,720,B738,127.5,34.3,4,6,6918.0
FL001779,2023-04-02,ORD,DFW,720,B738,136.8,1.0,4,6,6048.0
FL013328,2023-04-02,JFK,MIA,1090,B789,303.4,6.3,4,6,17600.0
FL001067,2023-04-02,DFW,DEN,560,A321,124.0,24.2,4,6,5465.0
FL000634,2023-04-02,BOS,ORD,720,A320,114.9,22.0,4,6,6430.0
FL002504,2023-04-02,JFK,LHR,3020,B789,325.9,-1.1,4,6,45566.0
FL013627,2023-04-02,LAX,SFO,300,A320,123.5,-8.7,4,6,2565.0
FL007625,2023-04-02,JFK,MIA,1090,B738,123.4,5.9,4,6,9494.0
FL014997,2023-04-02,ORD,DFW,720,B789,331.8,-30.9,4,6,10432.0
FL008761,2023-04-02,ORD,DFW,720,B789,330.8,35.0,4,6,11111.0
FL007061,2023-04-02,ORD,DFW,720,A321,137.4,-4.8,4,6,6333.0
FL005340,2023-04-02,SEA,DEN,890,B737,129.2,13.9,4,6,7411.0
FL007932,2023-04-02,ORD,DFW,720,B789,336.5,-14.6,4,6,10197.0
FL008644,2023-04-02,BOS,ORD,720,B738,137.6,10.4,4,6,6188.0
FL014195,2023-04-02,ORD,DFW,720,B738,130.0,-24.2,4,6,5827.0
FL002068,2023-04-02,ORD,DFW,720,B737,127.6,-0.2,4,6,6250.0
FL006112,2023-04-02,LAX,SFO,300,A320,123.3,-17.0,4,6,2485.0
FL002856,2023-04-02,BOS,ORD,720,A321,139.2,-15.1,4,6,6141.0
FL013206,2023-04-02,ORD,DFW,720,A320,116.3,-0.5,4,6,5959.0
FL010526,2023-04-03,SEA,DEN,890,A320,116.3,8.5,4,0,7402.0
FL005418,2023-04-03,JFK,LAX,2145,B737,132.9,24.6,4,0,18039.0
FL001734,2023-04-03,BOS,ORD,720,B789,300.3,-12.5,4,0,10972.0
FL012282,2023-04-03,SEA,DEN,890,A320,124.8,-8.5,4,0,7055.0
FL002609,2023-04-03,DFW,DEN,560,B789,310.3,-8.5,4,0,8505.0
FL011930,2023-04-03,LAX,SFO,300,B738,129.7,28.0,4,0,2705.0
FL008196,2023-04-03,SFO,SEA,680,B738,123.4,30.8,4,0,6137.0
FL004030,2023-04-03,JFK,LHR,3020,A321,140.6,-10.7,4,0,27408.0
FL009973,2023-04-03,SFO,SEA,680,B789,339.2,-50.2,4,0,10151.0
FL003758,2023-04-03,ATL,MIA,595,B789,303.4,-35.7,4,0,9232.0
FL014131,2023-04-03,LAX,SFO,300,B738,118.6,4.0,4,0,2573.0
