flight_id,date,origin,dest,distance_nm,aircraft_type,takeoff_weight_klbs,headwind_kt,month,day_of_week,actual_trip_fuel_kg,retrofitted
W2002567,2025-01-22,ATL,MIA,595,B738,120.3,-7.3,1,2,4897.0,False
W2000009,2025-01-22,SFO,SEA,680,B789,330.0,29.8,1,2,10845.0,False
W2000887,2025-01-23,JFK,MIA,1090,B738,126.2,18.3,1,3,9874.0,False
W2000839,2025-01-23,BOS,ORD,720,B738,120.8,24.5,1,3,6585.0,False
W2002023,2025-01-23,LAX,SFO,300,B737,132.5,13.6,1,3,2660.0,False
W2000476,2025-01-23,DFW,DEN,560,A321,125.3,32.8,1,3,4984.0,False
W2001231,2025-01-23,BOS,ORD,720,B738,122.7,11.1,1,3,6320.0,False
W2000050,2025-01-23,ORD,DFW,720,A320,115.0,16.5,1,3,6249.0,False
W2000346,2025-01-23,ATL,MIA,595,B789,309.0,0.6,1,3,8785.0,False
W2000818,2025-01-23,JFK,LAX,2145,B737,114.8,9.8,1,3,17795.0,False
W2002012,2025-01-23,ATL,MIA,595,B738,121.6,12.4,1,3,5167.0,False
W2001233,2025-01-23,JFK,LHR,3020,B737,128.2,36.2,1,3,26723.0,False
W2001714,2025-01-23,ATL,MIA,595,B738,128.2,-16.2,1,3,5115.0,False
W2000345,2025-01-23,JFK,LAX,2145,A320,117.5,34.0,1,3,19873.0,False
W2000007,2025-01-23,LAX,SFO,300,A320,114.9,43.3,1,3,2828.0,False
W2001698,2025-01-23,ATL,MIA,595,B789,306.9,-8.5,1,3,8841.0,False
W2000099,2025-01-23,DFW,DEN,560,B737,112.1,14.9,1,3,4811.0,False
W2002705,2025-01-23,DFW,DEN,560,B737,114.3,-12.4,1,3,4128.0,False
W2002473,2025-01-23,BOS,ORD,720,A321,127.6,6.5,1,3,6399.0,False
W2001066,2025-01-23,BOS,ORD,720,A320,122.2,8.7,1,3,5703.0,False
W2001634,2025-01-23,SFO,SEA,680,B789,300.4,-15.2,1,3,9797.0,False
W2000406,2025-01-23,LAX,SFO,300,A320,127.0,4.4,1,3,2581.0,False
W2000596,2025-01-23,ORD,DFW,720,B738,129.1,18.8,1,3,6317.0,False
W2000314,2025-01-23,DFW,DEN,560,A321,135.3,34.4,1,3,5150.0,False
W2000590,2025-01-23,BOS,ORD,720,A320,120.2,-3.2,1,3,5703.0,False
W2000994,2025-01-23,ORD,DFW,720,B738,132.3,19.4,1,3,6710.0,False
W2000581,2025-01-23,JFK,MIA,1090,B789,333.1,-7.8,1,3,15462.0,False
W2000982,2025-01-23,LAX,SFO,300,A321,142.9,-16.4,1,3,2781.0,False
W2001542,2025-01-23,ORD,DFW,720,A320,118.7,19.0,1,3,6488.0,False
W2002014,2025-01-23,SEA,DEN,890,A320,113.2,3.1,1,3,7312.0,False
W2002233,2025-01-24,SEA,DEN,890,B737,116.2,35.1,1,4,8538.0,False
W2001791,2025-01-24,SEA,DEN,890,B738,120.7,7.8,1,4,7455.0,False
W2001401,2025-01-24,JFK,LHR,3020,B789,322.9,27.4,1,4,48852.0,False
W2002578,2025-01-24,ATL,MIA,595,A320,113.4,-27.9,1,4,4521.0,False
W2002600,2025-01-24,LAX,SFO,300,B738,134.3,9.5,1,4,2637.0,False
W2001273,2025-01-24,JFK,LHR,3020,B737,121.5,10.7,1,4,25280.0,False
W2001329,2025-01-24,SFO,SEA,680,B737,115.2,13.2,1,4,5541.0,False
W2000370,2025-01-24,LAX,SFO,300,A321,122.1,10.6,1,4,2840.0,False
W2000199,2025-01-24,JFK,LHR,3020,B737,126.8,10.8,1,4,25838.0,False
W2002072,2025-01-24,JFK,LHR,3020,B789,322.2,28.3,1,4,48258.0,False
W2001754,2025-01-24,JFK,MIA,1090,B789,303.0,18.1,1,4,15344.0,False
W2000033,2025-01-24,ORD,DFW,720,B789,343.7,-4.6,1,4,10903.0,False
W2002670,2025-01-24,ORD,DFW,720,B737,128.3,-23.6,1,4,5504.0,False
W2001154,2025-01-24,ATL,MIA,595,B789,337.7,15.0,1,4,9186.0,False
W2002013,2025-01-24,DFW,DEN,560,B738,136.6,20.6,1,4,4829.0,False
W2001503,2025-01-24,ATL,MIA,595,B737,119.2,-8.1,1,4,4651.0,False
W2001101,2025-01-24,JFK,LAX,2145,B789,325.9,32.6,1,4,34162.0,False
W2002683,2025-01-24,ORD,DFW,720,A321,143.9,2.3,1,4,6779.0,False
W2001241,2025-01-24,JFK,MIA,1090,B789,309.8,26.3,1,4,18358.0,False
W2001803,2025-01-24,LAX,SFO,300,A320,130.7,-11.0,1,4,2334.0,False
W2002951,2025-01-24,JFK,MIA,1090,B737,113.6,4.8,1,4,8628.0,False
W2001755,2025-01-24,LAX,SFO,300,A320,127.9,45.5,1,4,2814.0,False
W2001223,2025-01-24,JFK,MIA,1090,A320,118.5,-20.6,1,4,8300.0,False
W2002642,2025-01-24,SEA,DEN,890,B789,305.3,-23.0,1,4,12888.0,False
W2001980,2025-01-24,BOS,ORD,720,B738,134.3,6.7,1,4,6361.0,False
W2001122,2025-01-24,JFK,LAX,2145,A320,117.6,14.6,1,4,18437.0,False
W2001031,2025-01-24,JFK,LAX,2145,A320,116.2,-7.9,1,4,17109.0,False
W2001194,2025-01-24,JFK,LHR,3020,A320,117.3,24.1,1,4,26463.0,False
W2001400,2025-01-25,ATL,MIA,595,A321,144.0,22.3,1,5,5809.0,False
W2002185,2025-01-25,ORD,DFW,720,B737,112.4,24.8,1,5,6431.0,False
W2000210,2025-01-25,LAX,SFO,300,A321,139.8,-22.9,1,5,2373.0,False
W2001299,2025-01-25,SFO,SEA,680,B738,119.3,3.4,1,5,5894.0,False
W2000202,2025-01-25,SFO,SEA,680,A320,126.6,-11.0,1,5,5445.0,False
W2001553,2025-01-25,LAX,SFO,300,B789,303.8,20.7,1,5,4381.0,False
W2000941,2025-01-25,BOS,ORD,720,B737,126.0,-24.1,1,5,5625.0,False
W2001039,2025-01-25,ATL,MIA,595,B737,130.8,25.8,1,5,5094.0,False
W2002725,2025-01-25,ATL,MIA,595,B738,123.8,34.5,1,5,5437.0,False
W2001944,2025-01-25,DFW,DEN,560,B789,315.3,-18.5,1,5,8232.0,False
W2000910,2025-01-25,ORD,DFW,720,A320,123.3,6.0,1,5,5719.0,False
W2001840,2025-01-25,LAX,SFO,300,B738,132.0,-7.9,1,5,2640.0,False
W2000893,2025-01-25,JFK,MIA,1090,A321,128.3,9.0,1,5,10236.0,False
W2001164,2025-01-25,LAX,SFO,300,B737,123.6,-16.9,1,5,2555.0,False
W2001993,2025-01-25,LAX,SFO,300,A320,124.5,30.1,1,5,2740.0,False
W2001248,2025-01-25,JFK,LHR,3020,B737,126.5,28.9,1,5,25306.0,False
W2001904,2025-01-25,JFK,MIA,1090,A321,125.4,28.5,1,5,10176.0,False
W2001858,2025-01-25,JFK,LHR,3020,B789,336.2,28.4,1,5,44534.0,False
W2002981,2025-01-25,DFW,DEN,560,B737,122.6,21.7,1,5,4808.0,False
W2002590,2025-01-25,BOS,ORD,720,B738,118.7,-7.4,1,5,5789.0,False
W2001920,2025-01-25,JFK,MIA,1090,B738,123.2,39.1,1,5,10296.0,False
W2002980,2025-01-25,JFK,MIA,1090,A320,116.7,-14.8,1,5,8598.0,False
W2002064,2025-01-25,SEA,DEN,890,A321,123.2,32.9,1,5,8626.0,False
W2001686,2025-01-25,SFO,SEA,680,B738,118.1,9.3,1,5,5751.0,False
W2000003,2025-01-25,SEA,DEN,890,B738,126.1,-7.8,1,5,7453.0,False
W2000500,2025-01-25,DFW,DEN,560,B737,117.0,10.7,1,5,5227.0,False
W2002467,2025-01-25,JFK,LAX,2145,A321,128.6,17.8,1,5,19587.0,False
W2000762,2025-01-25,SFO,SEA,680,A321,123.2,-41.4,1,5,5791.0,False
W2002822,2025-01-25,DFW,DEN,560,A321,142.3,6.1,1,5,5011.0,False
W2000274,2025-01-25,JFK,LHR,3020,B738,140.3,12.9,1,5,25501.0,False
W2001699,2025-01-25,ORD,DFW,720,B789,334.4,26.3,1,5,11615.0,False
W2002058,2025-01-25,ATL,MIA,595,A321,142.2,-6.6,1,5,5040.0,False
W2000783,2025-01-25,DFW,DEN,560,A321,141.9,29.0,1,5,5477.0,False
W2002271,2025-01-25,JFK,LHR,3020,B737,132.6,20.8,1,5,23841.0,False
W2000353,2025-01-25,DFW,DEN,560,B789,342.6,6.9,1,5,8567.0,False
W2000272,2025-01-25,DFW,DEN,560,B738,128.9,18.0,1,5,4582.0,False
W2002394,2025-01-26,ATL,MIA,595,B737,129.2,11.7,1,6,5495.0,False
W2002381,2025-01-26,BOS,ORD,720,B789,327.3,7.2,1,6,10436.0,False
W2001307,2025-01-26,ATL,MIA,595,A321,144.8,29.0,1,6,5617.0,False
W2002070,2025-01-26,LAX,SFO,300,A321,133.1,-2.8,1,6,2572.0,False
W2002825,2025-01-26,JFK,LAX,2145,A321,132.0,5.8,1,6,20721.0,False
W2002758,2025-01-26,BOS,ORD,720,B789,336.5,-10.4,1,6,9847.0,False
W2001951,2025-01-26,SFO,SEA,680,B789,300.0,8.3,1,6,9944.0,False
W2000478,2025-01-26,JFK,MIA,1090,B738,122.9,11.2,1,6,10057.0,False
W2002034,2025-01-26,BOS,ORD,720,B737,130.4,32.9,1,6,7179.0,False
W2001282,2025-01-26,SFO,SEA,680,B737,115.4,37.1,1,6,5954.0,False
W2000368,2025-01-26,JFK,MIA,1090,A321,123.1,10.6,1,6,9964.0,False
W2001594,2025-01-26,ORD,DFW,720,A320,131.7,3.1,1,6,6006.0,False
W2002813,2025-01-26,SEA,DEN,890,A321,142.2,37.1,1,6,8811.0,False
W2001371,2025-01-26,SFO,SEA,680,B737,126.1,16.4,1,6,5757.0,False
W2002506,2025-01-26,SFO,SEA,680,B737,122.8,13.9,1,6,5735.0,False
W2001281,2025-01-26,ATL,MIA,595,A321,142.6,24.8,1,6,5481.0,False
W2002128,2025-01-26,JFK,LAX,2145,A320,120.5,-34.1,1,6,15913.0,False
W2001200,2025-01-26,ORD,DFW,720,B789,321.4,6.6,1,6,10939.0,False
W2000439,2025-01-26,BOS,ORD,720,A320,118.0,24.0,1,6,5893.0,False
W2000140,2025-01-26,JFK,LAX,2145,B737,128.5,-5.5,1,6,17498.0,False
W2002139,2025-01-26,BOS,ORD,720,A321,141.7,13.6,1,6,6446.0,False
W2002222,2025-01-26,DFW,DEN,560,B738,121.1,3.9,1,6,5032.0,False
W2001511,2025-01-26,ATL,MIA,595,B737,132.6,28.8,1,6,5179.0,False
W2001134,2025-01-26,DFW,DEN,560,B789,310.3,12.9,1,6,8695.0,False
W2001131,2025-01-26,SFO,SEA,680,B737,127.5,3.8,1,6,5779.0,False
W2002769,2025-01-26,SEA,DEN,890,A321,133.4,-3.8,1,6,8086.0,False
W2002856,2025-01-26,LAX,SFO,300,B738,127.4,-9.1,1,6,2357.0,False
W2001123,2025-01-26,BOS,ORD,720,B789,325.9,-17.8,1,6,10020.0,False
W2001497,2025-01-26,DFW,DEN,560,A320,119.8,4.3,1,6,4754.0,False
W2000709,2025-01-26,SFO,SEA,680,B737,117.0,-3.9,1,6,5654.0,False
W2002754,2025-01-26,SEA,DEN,890,B738,135.3,0.7,1,6,8031.0,False
W2001232,2025-01-26,BOS,ORD,720,A321,143.2,-24.5,1,6,6190.0,False
W2001346,2025-01-27,DFW,DEN,560,A320,114.7,5.9,1,0,4654.0,False
W2000062,2025-01-27,JFK,MIA,1090,B738,127.2,-19.7,1,0,8740.0,False
W2001797,2025-01-27,SFO,SEA,680,A320,130.8,25.2,1,0,6001.0,False
W2000297,2025-01-27,JFK,LAX,2145,B737,121.7,28.0,1,0,18165.0,False
W2001409,2025-01-27,BOS,ORD,720,A320,130.6,10.2,1,0,5935.0,False
W2002501,2025-01-27,JFK,LHR,3020,B737,116.4,22.4,1,0,24788.0,False
W2001646,2025-01-27,JFK,LHR,3020,A320,131.3,10.9,1,0,25345.0,False
W2000006,2025-01-27,BOS,ORD,720,B737,122.7,25.3,1,0,6582.0,False
W2002505,2025-01-27,BOS,ORD,720,A321,130.5,4.1,1,0,6782.0,False
W2001826,2025-01-27,JFK,LAX,2145,B738,121.9,29.1,1,0,19515.0,False
W2002910,2025-01-27,JFK,MIA,1090,A320,114.5,-0.4,1,0,8872.0,False
W2001187,2025-01-27,JFK,LHR,3020,B737,129.8,21.8,1,0,26319.0,False
W2001201,2025-01-27,DFW,DEN,560,A321,131.2,-36.0,1,0,4599.0,False
W2001184,2025-01-27,JFK,LAX,2145,A321,136.7,-0.8,1,0,18040.0,False
W2001177,2025-01-27,SEA,DEN,890,B737,115.1,-23.9,1,0,6761.0,False
W2000149,2025-01-27,ATL,MIA,595,A320,124.5,3.6,1,0,5239.0,False
W2001138,2025-01-27,ATL,MIA,595,B737,132.4,4.1,1,0,5245.0,False
W2001839,2025-01-27,JFK,MIA,1090,A321,137.9,31.5,1,0,10483.0,False
W2002083,2025-01-27,JFK,LHR,3020,A321,122.5,42.0,1,0,29639.0,False
W2002460,2025-01-27,BOS,ORD,720,B738,129.0,22.5,1,0,6879.0,False
W2000997,2025-01-27,JFK,MIA,1090,B737,125.6,21.1,1,0,9026.0,False
W2002212,2025-01-27,LAX,SFO,300,B737,117.4,-10.6,1,0,2487.0,False
W2002078,2025-01-27,LAX,SFO,300,B738,128.1,12.3,1,0,2750.0,False
W2002341,2025-01-27,ATL,MIA,595,B737,124.5,-4.0,1,0,4858.0,False
W2001518,2025-01-27,ATL,MIA,595,B789,336.7,19.7,1,0,9206.0,False
W2001040,2025-01-27,BOS,ORD,720,B789,314.6,33.9,1,0,11894.0,False
W2001670,2025-01-27,JFK,MIA,1090,B737,114.0,12.7,1,0,8880.0,False
W2002986,2025-01-27,DFW,DEN,560,A320,131.6,14.1,1,0,4677.0,False
W2001021,2025-01-27,JFK,LHR,3020,A321,142.3,58.1,1,0,28867.0,False
W2002557,2025-01-27,DFW,DEN,560,B789,302.5,13.3,1,0,8318.0,False
W2002066,2025-01-27,ORD,DFW,720,B789,301.3,-15.9,1,0,9992.0,False
W2000490,2025-01-27,ATL,MIA,595,B789,333.0,-4.9,1,0,8689.0,False
W2002972,2025-01-27,JFK,LAX,2145,A320,113.5,12.9,1,0,17577.0,False
W2000542,2025-01-27,ATL,MIA,595,A321,131.4,19.1,1,0,5662.0,False
W2001872,2025-01-27,ATL,MIA,595,A321,141.8,25.2,1,0,5998.0,False
W2002566,2025-01-27,SEA,DEN,890,B789,308.0,10.7,1,0,13722.0,False
W2002990,2025-01-27,JFK,LHR,3020,A320,117.4,30.9,1,0,24160.0,False
W2001602,2025-01-27,LAX,SFO,300,B789,315.9,17.6,1,0,4678.0,False
W2001877,2025-01-27,JFK,LAX,2145,A321,143.1,-1.4,1,0,19745.0,False
W2001762,2025-01-27,JFK,LHR,3020,B789,311.3,20.7,1,0,48341.0,False
W2000242,2025-01-27,LAX,SFO,300,A321,136.8,24.5,1,0,2775.0,False
W2000745,2025-01-28,BOS,ORD,720,B738,135.0,4.9,1,1,6185.0,False
W2002032,2025-01-28,JFK,MIA,1090,B738,125.0,4.5,1,1,10088.0,False
W2001589,2025-01-28,ORD,DFW,720,A320,122.8,-7.5,1,1,6035.0,False
W2000172,2025-01-28,ATL,MIA,595,A321,142.8,29.2,1,1,5502.0,False
W2000678,2025-01-28,ATL,MIA,595,B738,127.5,-7.2,1,1,5124.0,False
W2001436,2025-01-28,SEA,DEN,890,B738,138.9,5.5,1,1,7568.0,False
W2001801,2025-01-28,ATL,MIA,595,B737,123.5,12.1,1,1,4849.0,False
W2000620,2025-01-28,BOS,ORD,720,B737,125.4,21.6,1,1,6723.0,False
W2000779,2025-01-28,SEA,DEN,890,A320,116.9,10.6,1,1,7785.0,False
W2000712,2025-01-28,DFW,DEN,560,B738,132.5,2.3,1,1,5027.0,False
W2000378,2025-01-28,JFK,LAX,2145,B737,125.5,9.3,1,1,17152.0,False
W2002628,2025-01-28,BOS,ORD,720,B738,137.0,1.3,1,1,6161.0,False
W2001037,2025-01-28,DFW,DEN,560,B789,324.3,30.1,1,1,9009.0,False
W2000389,2025-01-28,SFO,SEA,680,B737,133.0,-19.5,1,1,5535.0,False
W2002840,2025-01-28,SFO,SEA,680,B789,315.8,27.3,1,1,10580.0,False
W2001337,2025-01-28,SFO,SEA,680,A321,127.0,33.1,1,1,6473.0,False
W2001832,2025-01-28,JFK,LHR,3020,A321,133.6,23.1,1,1,28624.0,False
W2002182,2025-01-28,JFK,LAX,2145,B789,324.6,6.0,1,1,31905.0,False
W2001850,2025-01-28,JFK,LAX,2145,A321,139.5,-28.2,1,1,17071.0,False
W2002471,2025-01-28,JFK,MIA,1090,A321,134.4,25.3,1,1,9825.0,False
W2000395,2025-01-28,BOS,ORD,720,B789,339.4,-9.8,1,1,10169.0,False
W2000615,2025-01-28,ATL,MIA,595,B738,123.5,-23.5,1,1,5174.0,False
W2002776,2025-01-28,JFK,LHR,3020,A320,117.9,23.1,1,1,26204.0,False
W2002440,2025-01-28,DFW,DEN,560,A320,120.5,-12.4,1,1,4553.0,False
W2001022,2025-01-28,ORD,DFW,720,B738,130.4,15.9,1,1,6549.0,False
W2001990,2025-01-28,SEA,DEN,890,A320,130.8,-33.7,1,1,6892.0,False
W2000204,2025-01-28,JFK,MIA,1090,B789,319.7,27.3,1,1,18180.0,False
W2000496,2025-01-28,LAX,SFO,300,A320,120.7,6.1,1,1,2642.0,False
W2002516,2025-01-28,JFK,LHR,3020,A320,116.2,32.6,1,1,27467.0,False
W2001601,2025-01-28,JFK,LAX,2145,A320,120.6,15.2,1,1,19494.0,False
W2001660,2025-01-28,JFK,LAX,2145,B737,124.6,-0.7,1,1,17875.0,False
W2000504,2025-01-28,JFK,MIA,1090,B737,122.0,-27.8,1,1,8201.0,False
W2000466,2025-01-28,ATL,MIA,595,B789,305.2,3.9,1,1,8935.0,False
W2000891,2025-01-28,SFO,SEA,680,B738,133.3,14.2,1,1,6033.0,False
W2002485,2025-01-28,JFK,LAX,2145,A320,113.1,-1.4,1,1,17853.0,False
W2002273,2025-01-28,JFK,LAX,2145,A321,142.7,-15.4,1,1,17028.0,False
W2001363,2025-01-28,SEA,DEN,890,B738,131.7,6.5,1,1,7785.0,False
W2001960,2025-01-28,JFK,LHR,3020,A320,124.5,13.2,1,1,25687.0,False
W2000978,2025-01-28,LAX,SFO,300,B789,308.4,-1.4,1,1,4503.0,False
W2000586,2025-01-28,DFW,DEN,560,A320,119.9,14.9,1,1,5035.0,False
W2001825,2025-01-28,DFW,DEN,560,B789,325.0,25.7,1,1,8935.0,False
W2002517,2025-01-28,DFW,DEN,560,A320,115.9,8.3,1,1,4626.0,False
W2000656,2025-01-29,DFW,DEN,560,B789,318.7,-5.6,1,2,8271.0,False
W2002520,2025-01-29,SFO,SEA,680,A321,125.9,-9.2,1,2,5791.0,False
W2001809,2025-01-29,SEA,DEN,890,B738,137.8,-14.7,1,2,7617.0,False
W2002702,2025-01-29,LAX,SFO,300,A321,144.5,40.7,1,2,2971.0,False
W2001702,2025-01-29,SFO,SEA,680,B737,115.4,-4.9,1,2,5597.0,False
W2002305,2025-01-29,LAX,SFO,300,A321,124.5,0.1,1,2,2522.0,False
W2001792,2025-01-29,ATL,MIA,595,A321,126.7,4.2,1,2,5276.0,False
W2001286,2025-01-29,LAX,SFO,300,A320,131.0,13.0,1,2,2519.0,False
W2001306,2025-01-29,SFO,SEA,680,A320,117.2,-21.0,1,2,5159.0,False
W2002646,2025-01-29,DFW,DEN,560,B789,323.4,4.5,1,2,8190.0,False
W2002712,2025-01-29,JFK,MIA,1090,B737,119.1,-0.8,1,2,9270.0,False
W2001593,2025-01-29,JFK,LAX,2145,B789,342.7,-4.1,1,2,32748.0,False
W2002223,2025-01-29,SEA,DEN,890,B738,134.9,19.2,1,2,8620.0,False
W2001017,2025-01-29,DFW,DEN,560,A321,142.1,0.8,1,2,5288.0,False
W2001423,2025-01-29,ATL,MIA,595,B789,301.3,18.4,1,2,9747.0,False
W2000634,2025-01-29,DFW,DEN,560,B738,136.1,2.1,1,2,4667.0,False
W2001536,2025-01-29,BOS,ORD,720,B789,306.2,15.0,1,2,11349.0,False
W2002879,2025-01-29,DFW,DEN,560,B738,122.4,-30.8,1,2,4680.0,False
W2002703,2025-01-29,ATL,MIA,595,A320,117.3,28.3,1,2,5230.0,False
W2002885,2025-01-29,DFW,DEN,560,A321,124.7,9.2,1,2,5039.0,False
W2000770,2025-01-29,ORD,DFW,720,B738,125.7,29.5,1,2,6288.0,False
W2000094,2025-01-29,ORD,DFW,720,A321,139.9,10.9,1,2,6528.0,False
W2001253,2025-01-29,LAX,SFO,300,A321,137.4,-14.7,1,2,2738.0,False
W2002689,2025-01-29,SFO,SEA,680,B738,131.7,-16.8,1,2,5805.0,False
W2002076,2025-01-29,BOS,ORD,720,B737,116.5,-0.8,1,2,5611.0,False
W2000141,2025-01-29,BOS,ORD,720,B738,134.5,-28.4,1,2,5449.0,False
W2000012,2025-01-29,BOS,ORD,720,B789,334.2,-1.4,1,2,10030.0,False
W2002538,2025-01-29,BOS,ORD,720,B789,332.9,9.2,1,2,10398.0,False
W2001380,2025-01-29,BOS,ORD,720,B738,140.2,-6.8,1,2,6105.0,False
W2000569,2025-01-29,BOS,ORD,720,A320,117.9,-20.1,1,2,5864.0,False
W2001361,2025-01-29,LAX,SFO,300,A320,129.0,17.5,1,2,2560.0,False
W2000083,2025-01-29,SEA,DEN,890,B789,333.2,-28.5,1,2,12089.0,False
W2001899,2025-01-30,JFK,MIA,1090,A320,124.3,-9.2,1,3,9486.0,False
W2002415,2025-01-30,LAX,SFO,300,B738,139.2,10.7,1,3,2774.0,False
W2001023,2025-01-30,JFK,MIA,1090,B789,318.9,-11.6,1,3,16687.0,False
W2000794,2025-01-30,JFK,MIA,1090,A320,131.7,-6.6,1,3,8955.0,False
W2001479,2025-01-30,BOS,ORD,720,B789,313.3,5.6,1,3,10845.0,False
W2001955,2025-01-30,DFW,DEN,560,A321,141.1,1.5,1,3,5363.0,False
W2001664,2025-01-30,SEA,DEN,890,B738,121.8,-0.1,1,3,7563.0,False
W2002770,2025-01-30,DFW,DEN,560,B737,117.0,7.9,1,3,4723.0,False
W2001617,2025-01-30,JFK,MIA,1090,A321,137.0,-4.9,1,3,9938.0,False
W2000091,2025-01-30,JFK,MIA,1090,A321,140.3,-23.8,1,3,9264.0,False
W2001116,2025-01-30,JFK,LHR,3020,B738,135.0,27.1,1,3,27312.0,False
W2001293,2025-01-30,JFK,LHR,3020,A321,138.6,4.7,1,3,26644.0,False
W2000232,2025-01-30,ORD,DFW,720,B738,131.7,3.2,1,3,6753.0,False
W2001898,2025-01-30,JFK,MIA,1090,B789,300.6,31.6,1,3,16617.0,False
W2002660,2025-01-30,BOS,ORD,720,B789,330.4,22.6,1,3,11925.0,False
W2000582,2025-01-30,SEA,DEN,890,B738,133.8,21.4,1,3,7410.0,False
W2002238,2025-01-30,ATL,MIA,595,A320,115.0,9.1,1,3,4894.0,False
W2001710,2025-01-30,SFO,SEA,680,B789,316.1,10.1,1,3,10953.0,False
W2000936,2025-01-30,BOS,ORD,720,B737,122.8,-9.2,1,3,5744.0,False
W2001414,2025-01-30,LAX,SFO,300,A321,128.8,16.1,1,3,2870.0,False
W2002809,2025-01-30,JFK,LAX,2145,B789,318.4,-5.5,1,3,31592.0,False
W2001917,2025-01-30,BOS,ORD,720,A320,131.2,17.1,1,3,6313.0,False
W2002866,2025-01-30,ATL,MIA,595,B737,116.6,30.5,1,3,5181.0,False
W2001679,2025-01-30,JFK,LAX,2145,B738,119.3,-3.6,1,3,17418.0,False
W2000440,2025-01-30,SEA,DEN,890,A320,122.9,0.7,1,3,7384.0,False
W2001267,2025-01-30,JFK,LAX,2145,B738,123.5,16.8,1,3,18622.0,False
W2002288,2025-01-30,ATL,MIA,595,A321,144.2,-4.3,1,3,5030.0,False
W2000831,2025-01-30,ORD,DFW,720,A320,116.7,-0.8,1,3,5986.0,False
W2002604,2025-01-30,ATL,MIA,595,B737,123.7,-13.0,1,3,4868.0,False
W2002688,2025-01-30,ORD,DFW,720,B789,339.1,2.8,1,3,11700.0,False
W2000958,2025-01-30,DFW,DEN,560,B737,125.4,30.0,1,3,5030.0,False
W2001146,2025-01-30,SEA,DEN,890,B738,130.2,3.5,1,3,7597.0,False
W2000851,2025-01-30,BOS,ORD,720,B789,316.3,18.9,1,3,11235.0,False
W2001887,2025-01-30,ATL,MIA,595,A321,122.3,28.9,1,3,5559.0,False
W2002196,2025-01-30,JFK,MIA,1090,B789,340.7,36.1,1,3,17094.0,False
W2002073,2025-01-30,SEA,DEN,890,B789,313.9,7.5,1,3,12673.0,False
W2002756,2025-01-31,JFK,MIA,1090,A320,130.2,0.6,1,4,9446.0,False
W2001690,2025-01-31,JFK,LAX,2145,B737,112.8,-3.4,1,4,18127.0,False
W2000240,2025-01-31,ORD,DFW,720,A321,134.5,3.6,1,4,6541.0,False
W2000618,2025-01-31,ATL,MIA,595,B737,115.5,0.4,1,4,4965.0,False
W2002152,2025-01-31,JFK,MIA,1090,A321,137.4,-0.2,1,4,8974.0,False
W2000364,2025-01-31,LAX,SFO,300,B738,125.9,-12.5,1,4,2496.0,False
W2002010,2025-01-31,LAX,SFO,300,B738,118.8,30.8,1,4,2773.0,False
W2000002,2025-01-31,JFK,LHR,3020,B738,123.7,38.7,1,4,28401.0,False
W2002398,2025-01-31,JFK,LHR,3020,B738,127.9,-1.5,1,4,25761.0,False
W2001114,2025-01-31,JFK,LAX,2145,B789,310.0,15.7,1,4,33095.0,False
W2001676,2025-01-31,ATL,MIA,595,B789,319.6,-4.4,1,4,8528.0,False
W2002349,2025-01-31,SEA,DEN,890,A321,126.2,42.4,1,4,9071.0,False
W2002864,2025-01-31,BOS,ORD,720,A320,118.3,-3.2,1,4,5830.0,False
W2000599,2025-01-31,JFK,LHR,3020,B789,320.0,26.5,1,4,48865.0,False
W2000588,2025-01-31,DFW,DEN,560,B738,120.7,-5.5,1,4,4822.0,False
W2002224,2025-01-31,LAX,SFO,300,B737,116.0,-10.8,1,4,2453.0,False
W2001384,2025-01-31,JFK,LHR,3020,B789,341.5,31.2,1,4,44803.0,False
W2002574,2025-01-31,JFK,LAX,2145,A320,115.6,19.0,1,4,17413.0,False
W2002376,2025-01-31,JFK,MIA,1090,A320,119.7,-11.9,1,4,8603.0,False
W2002228,2025-01-31,JFK,LHR,3020,B789,334.4,5.9,1,4,42703.0,False
W2000953,2025-01-31,LAX,SFO,300,A321,143.3,2.6,1,4,2767.0,False
W2000552,2025-01-31,BOS,ORD,720,A321,144.9,-8.0,1,4,6094.0,False
W2001591,2025-01-31,JFK,MIA,1090,B738,137.4,10.6,1,4,9273.0,False
W2000120,2025-01-31,JFK,MIA,1090,A320,124.3,0.1,1,4,8784.0,False
W2002309,2025-01-31,SFO,SEA,680,A320,116.6,25.8,1,4,6347.0,False
W2000057,2025-01-31,ATL,MIA,595,B738,122.3,4.8,1,4,5457.0,False
W2001891,2025-01-31,SEA,DEN,890,A320,116.4,21.8,1,4,7507.0,False
W2000342,2025-01-31,SEA,DEN,890,B789,304.9,-25.5,1,4,12624.0,False
W2002484,2025-01-31,JFK,LHR,3020,B738,130.0,29.0,1,4,26258.0,False
W2000725,2025-01-31,SEA,DEN,890,B738,129.3,5.1,1,4,7774.0,False
W2002496,2025-01-31,ORD,DFW,720,B789,342.7,-2.5,1,4,9874.0,False
W2000231,2025-01-31,JFK,MIA,1090,A321,124.4,19.9,1,4,10949.0,False
W2001992,2025-01-31,SEA,DEN,890,B738,141.0,16.2,1,4,7649.0,False
W2002360,2025-01-31,LAX,SFO,300,B737,127.1,3.8,1,4,2724.0,False
W2001737,2025-01-31,SEA,DEN,890,B738,130.6,24.8,1,4,7847.0,False
